Title: List of Funded Startups in San Francisco (2026)
San Francisco remains the epicenter of innovation and these freshly funded San Francisco startups are defining what’s next. 

From [AI](https://fundraiseinsider.com/blog/ai-startups/)and Web3 to [biotech](https://fundraiseinsider.com/blog/biotech-startups/), [SaaS](https://fundraiseinsider.com/blog/recently-funded-saas-startups/), and enterprise automation, San Francisco’s startups continue to attract some of the largest funding rounds in the world. These companies are scaling fast, hiring top talent, expanding into new markets, and actively looking for partners, platforms, and services to fuel their next phase of growth. 

At Fundraise Insider, we track every newly funded startup in San Francisco and deliver verified contact details for founders, C-suite executives, and decision makers so you can reach out before your competitors even know they raised. 

Below is a sample of recently funded startups based in San Francisco. 

Just after raising venture capital, startups in San Francisco will hire new employees, sign-on new agencies (marketing, software development, recruitment, legal, accounting, etc) and buy new SaaS software to help them grow their business. 

If you’re looking to sign-on new clients this year, pitch to these San Francisco startups right after they raise funding via the [B2B sales leads list](https://fundraiseinsider.com/)– **Fundraise Insider **, trusted by the likes of Google, Oracle, Brex, Plaid, Gartner, etc. 

> Pay Once, Get Lifetime Weekly Leads | Fundraise Insider

## Newly Funded San Francisco Startups

****Click here to download 10 leads from newly funded startups. ****

**Leads list includes: ***First Name, Last Name, Title, Company, Email, Linkedin Url, # Employees, Industry, Website, Company Linkedin Url, Facebook Url, Twitter Url, Company Phone, Technologies, Annual Revenue, Short Description, Founded Year, Top 5 Investors, Funding Amount, Headquarters, Funding Type, Funding Date. *

| Company | Industry | Website | Headquarters | Funding Type | 
| Estes Energy | mechanical or industrial engineering | http://www.estes.energy | San Francisco, California, United States | Seed | 
| Vanta | information technology & services | http://www.vanta.com | San Francisco, California, United States | Series D | 
| Olto | information technology & services | http://www.olto.com | San Francisco, California, United States | Pre-Seed | 
| Questflow | information technology & services | http://www.questflow.ai | Emeryville, California, United States | Seed | 
| Delve | information technology & services | http://www.delve.co | San Francisco, California, United States | Series A | 
| Gaia | information technology & services | http://www.gaianet.ai | Berkeley, California, United States | Series A | 
| OpenLaw | information technology & services | http://www.openlaw.com | San Francisco, California, United States | Seed | 
| Charta Health | hospital & health care | http://www.chartahealth.com | San Francisco, California, United States | Series A | 
| ValGenesis | information technology & services | http://www.valgenesis.com | Fremont, California, United States | Debt Financing | 
| Ashby | information technology & services | http://www.ashbyhq.com | San Francisco, California, United States | Series D | 
| Issio Solutions | information technology & services | http://www.issio.com | Concord, California, United States | Venture - Series Unknown | 
| Journify | information technology & services | http://www.journify.io | San Francisco, California, United States | Venture - Series Unknown | 
| Nudge | research | http://www.nudge.com | San Francisco, California, United States | Series A | 
| xLight | semiconductors | http://www.xlight.com | Palo Alto, California, United States | Series B | 
| Reka AI | information technology & services | http://www.reka.ai | Sunnyvale, California, United States | Series B | 
| Kadence | information technology & services | http://www.kadence.co | San Francisco, California, United States | Series A | 
| Alix | financial services | http://www.meetalix.com | San Francisco, California, United States | Series A | 
| Qpoint | information technology & services | http://www.qpoint.io | Oakland, California, United States | Seed | 
| BetterComp | human resources | http://www.bettercomp.com | Alamo, California, United States | Series A | 
| Nexxa.ai | information technology & services | http://www.nexxa.ai | Sunnyvale, California, United States | Pre-Seed | 
| Omni Instrument | mechanical or industrial engineering | http://www.omniinstrument.com | San Francisco, California, United States | Pre-Seed | 
| theklicker | information technology & services | http://www.theklicker.com | Palo Alto, California, United States | Series B | 
| WattCarbon | environmental services | http://www.wattcarbon.com | Lafayette, California, United States | Seed | 
| Enact | information technology & services | http://www.enact.solar | Pleasanton, California, United States | Venture - Series Unknown | 
| Tandem PV | renewables & environment | http://www.tandempv.com | San Jose, California, United States | Grant | 
| Substack | design | http://www.oneelevensutter.com | San Francisco, California, United States | Series C | 
| Bedrock Robotics | mechanical or industrial engineering | http://www.bedrockrobotics.com | San Francisco, California, United States | Series A | 
| HTEC | information technology & services | http://www.htec.com | San Francisco, California, United States | Debt Financing | 
| Coverflow | information technology & services | http://www.coverflow.tech | San Francisco, California, United States | Seed | 
| Array Labs | defense & space | http://www.arraylabs.io | Palo Alto, California, United States | Seed | 
| Chariot Defense | defense & space | http://www.chariotdefense.com | South San Francisco, California, United States | Seed | 
| Willow Voice | information technology & services | http://www.willowvoice.com | San Francisco, California, United States | Seed | 
| Peregrine Hydrogen | chemicals | http://www.peregrinehydrogen.com | Santa Cruz, California, United States | Venture - Series Unknown | 
| Cogent Security | computer & network security | http://www.cogent.security | San Francisco, California, United States | Seed | 
| Swing Education | government administration | http://www.swingeducation.com | San Mateo, California, United States | Debt Financing | 
| Replit | information technology & services | http://www.replit.com | Foster City, California, United States | Series C | 
| Fellow Health | medical practice | http://www.meetfellow.com | San Francisco, California, United States | Series B | 
| TigerGraph | information technology & services | http://www.tigergraph.com | Redwood City, California, United States | Venture - Series Unknown | 
| Tavrn | information technology & services | http://www.tavrn.ai | San Francisco, California, United States | Series A | 
| Collate | information technology & services | http://www.getcollate.io | Menlo Park, California, United States | Series A | 
| Unify | information technology & services | http://www.unifygtm.com | San Francisco, California, United States | Series B | 
| Novaflow | information technology & services | http://www.novaflowapp.com | San Francisco, California, United States | Pre-Seed | 
| Felt | information technology & services | http://www.felt.com | Oakland, California, United States | Venture - Series Unknown | 
| Vultron | information technology & services | http://www.vultron.ai | San Francisco, California, United States | Series A | 
| Apolink | defense & space | http://www.apolink.space | Palo Alto, California, United States | Seed | 
| Spacelift | information technology & services | http://www.spacelift.io | Redwood City, California, United States | Series C | 
| Aqtual | biotechnology | http://www.aqtual.com | Hayward, California, United States | Series B | 
| Akash Systems | aviation & aerospace | http://www.akashsystems.com | San Francisco, California, United States | Venture - Series Unknown | 
| Renasant Bio | research | http://www.renasantbio.com | Berkeley, California, United States | Seed | 
| Foundation EGI | information technology & services | http://www.foundationegi.com | Los Altos, California, United States | Series A | 
| Firstshift | information technology & services | http://www.firstshift.ai | Newark, California, United States | Venture - Series Unknown | 
| WaHa | machinery | http://www.wahainc.com | Fremont, California, United States | Series A | 
| Vanbarton Group LLC | real estate | http://www.vanbartongroup.com | San Francisco, California, United States | Debt Financing | 
| AirMDR | information technology & services | http://www.airmdr.com | Menlo Park, California, United States | Seed | 
| MaintainX | information technology & services | http://www.getmaintainx.com | San Francisco, California, United States | Series D | 
| ServiceUp | automotive | http://www.serviceup.com | Los Gatos, California, United States | Series B | 
| Headlands Research | research | http://www.headlandsresearch.com | San Francisco, California, United States | Venture - Series Unknown | 
| ZeroEntropy | information technology & services | http://www.zeroentropy.dev | San Francisco, California, United States | Seed | 
| Layer Financial Technologies | information technology & services | http://www.layerfi.com | San Francisco, California, United States | Seed | 
| Locate.ai | real estate | http://www.locate.ai | San Francisco, California, United States | Venture - Series Unknown | 
| Centivax | biotechnology | http://www.centivax.com | South San Francisco, California, United States | Series A | 
| OneText | information technology & services | http://www.onetext.com | San Francisco, California, United States | Seed | 
| Parspec | information technology & services | http://www.parspec.io | San Francisco, California, United States | Series A | 
| Also | automotive | http://www.ridealso.com | Palo Alto, California, United States | Venture - Series Unknown | 
| Honor Education | e-learning | http://www.honor.education | San Francisco, California, United States | Series A | 
| Sundial | information technology & services | http://www.sundial.so | Palo Alto, California, United States | Series A | 
| Wilbur-Ellis | chemicals | http://www.wilburellis.com | San Francisco, California, United States | Debt Financing | 
| AirGarage | information technology & services | http://www.airgarage.com | San Francisco, California, United States | Series B | 
| Synfini | research | http://www.synfini.com | Menlo Park, California, United States | Venture - Series Unknown | 
| Soteris | information technology & services | http://www.soteris.co | San Francisco, California, United States | Venture - Series Unknown | 
| Fastino | research | http://www.fastino.ai | Palo Alto, California, United States | Seed | 
| TextQL | information technology & services | http://www.textql.com | San Francisco, California, United States | Seed | 
| Bild AI | information technology & services | http://www.bild.ai | San Francisco, California, United States | Seed | 
| Skylark Labs | information services | http://www.skylarklabs.ai | Palo Alto, California, United States | Seed | 
| Wisq | information technology & services | http://www.wisq.com | Redwood City, California, United States | Venture - Series Unknown | 
| Civ Robotics | construction | http://www.civrobotics.com | San Francisco, California, United States | Series A | 
| Rocketable | information technology & services | http://www.rocketable.com | San Francisco, California, United States | Seed | 
| Autosana | information technology & services | http://www.autosana.ai | San Francisco, California, United States | Seed | 
| Rune Labs | information technology & services | http://www.runelabs.io | San Francisco, California, United States | Venture - Series Unknown | 
| Anoki AI | information technology & services | http://www.anoki.ai | Mountain View, California, United States | Seed | 
| Skarbe | information technology & services | http://www.skarbe.com | San Francisco, California, United States | Pre-Seed | 
| Levelpath | information technology & services | http://www.levelpath.com | San Francisco, California, United States | Series B | 
| Xona Space Systems | aviation & aerospace | http://www.xonaspace.com | San Mateo, California, United States | Grant | 
| Kognitos | information technology & services | http://www.kognitos.com | San Jose, California, United States | Series B | 
| Novoloop | plastics | http://www.novoloop.com | Menlo Park, California, United States | Venture - Series Unknown | 
| UP Oncolytics | research | http://www.uponc.com | San Francisco, California, United States | Grant | 
| ZestyAI | information technology & services | http://www.zesty.ai | San Francisco, California, United States | Debt Financing | 
| Paraform | internet | http://www.paraform.com | San Francisco, California, United States | Series A | 
| BackOps AI | information technology & services | http://www.backops.ai | San Francisco, California, United States | Seed | 
| Jobright | information technology & services | http://www.jobright.ai | Santa Clara, California, United States | Seed | 
| LILT | translation & localization | http://www.lilt.com | Emeryville, California, United States | Undisclosed | 
| Flux | electrical/electronic manufacturing | http://www.flux.ai | San Francisco, California, United States | Seed | 
| Empo Health | medical devices | http://www.empohealth.com | San Bruno, California, United States | Seed | 
| LanceDB | information services | http://www.lancedb.com | San Francisco, California, United States | Series A | 
| Skyramp | information technology & services | http://www.skyramp.dev | San Francisco, California, United States | Seed | 
| Neuron23 | research | http://www.neuron23.com | San Francisco, California, United States | Series D | 
| Spinwheel | financial services | http://www.spinwheel.io | Oakland, California, United States | Series A | 
| Hivemapper | information technology & services | http://www.hivemapper.com | San Francisco, California, United States | Venture - Series Unknown | 
| Flexiv | industrial automation | http://www.flexiv.com | Santa Clara, California, United States | Series C | 
| Snowcap Compute | semiconductors | http://www.snowcapcompute.com | Palo Alto, California, United States | Seed | 
| Decagon | information technology & services | http://www.decagon.ai | San Francisco, California, United States | Series C | 
| Commure | information technology & services | http://www.commure.com | Mountain View, California, United States | Venture - Series Unknown | 
| Typedef | information technology & services | http://www.typedef.ai | San Francisco, California, United States | Seed | 
| Vial | research | http://www.vial.com | San Francisco, California, United States | Debt Financing | 
| Accel-KKR | venture capital & private equity | http://www.accel-kkr.com | Menlo Park, California, United States | Private Equity | 
| InsideTrack | government administration | http://www.insidetrack.org | San Francisco, California, United States | Grant | 
| Inclined Technologies | information technology & services | http://www.inclined.com | San Francisco, California, United States | Venture - Series Unknown | 
| PeopleShores | information technology & services | http://www.peopleshores.com | San Jose, California, United States | Grant | 
| Fiber Global | environmental services | http://www.fiberglobal.com | Lafayette, Indiana, United States | Series A | 
| Applied Intuition | information technology & services | http://www.appliedintuition.com | Mountain View, California, United States | Series F | 
| Uncountable | information technology & services | http://www.uncountable.com | San Francisco, California, United States | Series A | 
| PublicAI | information technology & services | http://www.publicai.io | San Francisco, California, United States | Series A | 
| mysite.ai | information technology & services | http://www.mysite.ai | San Francisco, California, United States | Pre-Seed | 
| Visby Medical | medical devices | http://www.visbymedical.com | San Jose, California, United States | Venture - Series Unknown | 
| The Asia Foundation | nonprofit organization management | http://www.asiafoundation.org | San Francisco, California, United States | Venture - Series Unknown | 
| eMotive Software | information technology & services | http://www.emotivesoftware.com | San Francisco, California, United States | Venture - Series Unknown | 
| Celltrio | research | http://www.celltrio.com | Fremont, California, United States | Venture - Series Unknown | 
| Fleet Device Management | information technology & services | http://www.fleetdm.com | San Francisco, California, United States | Series B | 
| Digger | information technology & services | http://www.digger.dev | San Francisco, California, United States | Seed | 
| Pano | government administration | http://www.pano.ai | San Francisco, California, United States | Series B | 
| Sedai | information technology & services | http://www.sedai.io | Pleasanton, California, United States | Series B | 
| Collective | financial services | http://www.collective.com | San Francisco, California, United States | Undisclosed | 
| Institute for Security and Technology | think tanks | http://www.securityandtechnology.org | San Francisco, California, United States | Grant | 
| Meter | information technology & services | http://www.meter.com | San Francisco, California, United States | Series C | 
| Canary Technologies | hospitality | http://www.canarytechnologies.com | San Francisco, California, United States | Series D | 
| RIIICO | information technology & services | http://www.riiico.com | Berkeley, California, United States | Seed | 
| Ellipsis Health | information technology & services | http://www.ellipsishealth.com | San Francisco, California, United States | Series A | 
| Iterate.ai | information technology & services | http://www.iterate.ai | San Jose, California, United States | Venture - Series Unknown | 
| Landbase | information technology & services | http://www.landbase.com | San Francisco, California, United States | Series A | 
| Conveyor | information technology & services | http://www.conveyor.com | San Francisco, California, United States | Series B | 
| Muon Space | aviation & aerospace | http://www.muonspace.com | Mountain View, California, United States | Debt Financing | 
| Sorcerer | information technology & services | http://www.sorcerer.earth | San Francisco, California, United States | Seed | 
| Fermat Commerce | information technology & services | http://www.fermatcommerce.com | San Francisco, California, United States | Series B | 
| Amplifier Security | information technology & services | http://www.amplifiersecurity.com | San Francisco, California, United States | Venture - Series Unknown | 
| OneSkin | research | http://www.oneskin.co | San Francisco, California, United States | Venture - Series Unknown | 
| Bolo AI | information technology & services | http://www.bolo.ai | Palo Alto, California, United States | Seed | 
| Daybreak | information technology & services | http://www.daybreak.ai | San Francisco, California, United States | Series A | 
| Hazel Health | hospital & health care | http://www.hazel.co | San Francisco, California, United States | Venture - Series Unknown | 
| Aethero | defense & space | http://www.aethero.com | San Francisco, California, United States | Seed | 
| Glean | information technology & services | http://www.glean.com | Palo Alto, California, United States | Series F | 
| Poolday.ai | information technology & services | http://www.poolday.ai | San Francisco, California, United States | Seed | 
| Linear | information technology & services | http://www.linear.app | San Francisco, California, United States | Series C | 
| Ample | automotive | http://www.ample.com | San Francisco, California, United States | Grant | 
| Shovels | information technology & services | http://www.shovels.ai | Lafayette, California, United States | Seed | 
| Strategikon Pharma | information technology & services | http://www.strategikon.com | San Rafael, California, United States | Debt Financing | 
| StimScience | health, wellness & fitness | http://www.somneesleep.com | Berkeley, California, United States | Seed | 
| Turnstile | information technology & services | http://www.tryturnstile.com | San Francisco, California, United States | Venture - Series Unknown | 
| AI4ALL | higher education | http://www.ai-4-all.org | San Francisco, California, United States | Grant | 
| RestoringVision | nonprofit organization management | http://www.restoringvision.org | San Rafael, California, United States | Grant | 
| xRobotics | machinery | http://www.xrobotics.io | San Francisco, California, United States | Seed | 
| Mosanna Therapeutics | research | http://www.mosanna.com | Redwood City, California, United States | Series A | 
| ByTeams | information technology & services | http://www.byteams.com | Mountain View, California, United States | Pre-Seed | 
| Ruby Bio | consumer goods | http://www.rubybio.com | Oakland, California, United States | Venture - Series Unknown | 
| Toma | information technology & services | http://www.toma.com | San Francisco, California, United States | Series A | 
| Impart Security | computer & network security | http://www.impart.security | San Francisco, California, United States | Series A | 
| Allay Therapeutics | research | http://www.allaytx.com | San Jose, California, United States | Series D | 
| Obvio | information technology & services | http://www.obvio.ai | San Carlos, California, United States | Series A | 
| Meahana | information technology & services | http://www.meahana.io | San Francisco, California, United States | Pre-Seed | 
| Ciroos | information technology & services | http://www.ciroos.ai | Pleasanton, California, United States | Seed | 
| Antheia | research | http://www.antheia.bio | Menlo Park, California, United States | Series C | 
| Deep Sentinel | security & investigations | http://www.deepsentinel.com | Pleasanton, California, United States | Series B | 
| Interactly.ai | information technology & services | http://www.interactly.ai | Sunnyvale, California, United States | Pre-Seed | 
| rPotential | information technology & services | http://www.rpotential.ai | San Francisco, California, United States | Undisclosed | 
| Collective Liquidity | financial services | http://www.collectiveliquidity.com | San Francisco, California, United States | Venture - Series Unknown | 
| ProjectMark | information technology & services | http://www.projectmark.com | San Francisco, California, United States | Seed | 
| Kamau Therapeutics | research | http://www.kamautx.com | South San Francisco, California, United States | Venture - Series Unknown | 
| Archil | information technology & services | http://www.archil.com | San Francisco, California, United States | Seed | 
| Limited | financial services | http://www.limitedapp.com | San Francisco, California, United States | Seed | 
| Rythm Health | health, wellness & fitness | http://www.rythmhealth.com | San Francisco, California, United States | Undisclosed | 
| Pactum | information technology & services | http://www.pactum.com | Mountain View, California, United States | Venture - Series Unknown | 
| Vontive | information technology & services | http://www.vontive.com | San Francisco, California, United States | Venture - Series Unknown | 
| Grammarly | information technology & services | http://www.grammarly.com | San Francisco, California, United States | Debt Financing | 
| Vivodyne | research | http://www.vivodyne.com | San Francisco, California, United States | Series A | 
| Cerby | computer & network security | http://www.cerby.com | San Francisco, California, United States | Series B | 
| Hex Technologies | information technology & services | http://www.hex.tech | San Francisco, California, United States | Series C | 
| Ulysses Ecosystem Engineering | mechanical or industrial engineering | http://www.ulysses.eco | San Francisco, California, United States | Venture - Series Unknown | 
| Spott | information technology & services | http://www.spott.io | San Francisco, California, United States | Seed | 
| CompLabs | information technology & services | http://www.complabs.co | San Francisco, California, United States | Pre-Seed | 
| Creatify AI | information technology & services | http://www.creatify.ai | Mountain View, California, United States | Series A | 
| Datafold | information technology & services | http://www.datafold.com | San Francisco, California, United States | Venture - Series Unknown | 
| Chalk | information technology & services | http://www.chalk.ai | San Francisco, California, United States | Series A | 
| Veyond Metaverse | hospital & health care | http://www.veyondmetaverse.com | Castro Valley, California, United States | Undisclosed | 
| Bespoken Spirits | food & beverages | http://www.bespokenspirits.com | Menlo Park, California, United States | Series C | 
| Red Bay Coffee | food & beverages | http://www.redbaycoffee.com | Oakland, California, United States | Venture - Series Unknown | 
| Neuralink | research | http://www.neuralink.com | Fremont, California, United States | Series E | 
| Pallet | information technology & services | http://www.pallet.com | San Francisco, California, United States | Series B | 
| Maxiom Labs | information technology & services | http://www.maxiom.io | Palo Alto, California, United States | Seed | 
| GridCARE | information technology & services | http://www.gridcare.ai | Redwood City, California, United States | Seed | 
| Ethos | information technology & services | http://www.ethossystems.com | Redwood City, California, United States | Venture - Series Unknown | 
| FalconX | financial services | http://www.falconx.io | San Mateo, California, United States | Debt Financing | 
| Bito | information technology & services | http://www.bito.ai | Menlo Park, California, United States | Seed | 
| Salestools AI | information technology & services | http://www.salestools.io | San Francisco, California, United States | Seed | 
| Neuron Factory | information technology & services | http://www.neuronfactory.ai | Redwood City, California, United States | Seed | 
| Dopple | apparel & fashion | http://www.thedopple.com | San Francisco, California, United States | Seed | 
| Figure | financial services | http://www.figure.com | San Francisco, California, United States | Venture - Series Unknown | 
| VuMedi | information technology & services | http://www.vumedi.com | Oakland, California, United States | Undisclosed | 
| Strava | information technology & services | http://www.strava.com | San Francisco, California, United States | Debt Financing | 
| RevenueCat | information technology & services | http://www.revenuecat.com | San Francisco, California, United States | Series C | 
| PatternFast | apparel & fashion | http://www.patternfast.com | San Mateo, California, United States | Seed | 
| Senti Biosciences | research | http://www.sentibio.com | South San Francisco, California, United States | Grant | 
| Horizon3.ai | computer & network security | http://www.horizon3.ai | San Francisco, California, United States | Undisclosed | 
| Bright Security | information technology & services | http://www.brightsec.com | San Rafael, California, United States | Series A | 
| Greenlite | information technology & services | http://www.greenlite.ai | San Francisco, California, United States | Series A | 
| LMArena | research | http://www.lmarena.ai | San Francisco, California, United States | Seed | 
| Reconstruct | construction | http://www.reconstructinc.com | Menlo Park, California, United States | Venture - Series Unknown | 
| DataHub | information technology & services | http://www.datahub.com | Palo Alto, California, United States | Series B | 
| AEMS | chemicals | http://www.aemscorp.com | Livermore, California, United States | Seed | 
| WorkDone | hospital & health care | http://www.wrkdn.com | San Francisco, California, United States | Pre-Seed | 
| TRAVARAS | internet | http://www.travaras.com | San Jose, California, United States | Pre-Seed | 
| Montara Therapeutics | research | http://www.montaratx.com | San Francisco, California, United States | Grant | 
| Revive & Restore | biotechnology | http://www.reviverestore.org | Sausalito, California, United States | Grant | 
| Rad AI | information technology & services | http://www.radai.com | San Francisco, California, United States | Series C | 
| Biostate AI | research | http://www.biostate.ai | Palo Alto, California, United States | Series A | 
| New Generation | information technology & services | http://www.new-gen.ai | San Francisco, California, United States | Seed | 
| Coworker.ai | information technology & services | http://www.coworker.ai | San Francisco, California, United States | Seed | 
| HepaTx | research | http://www.hepatx.com | Palo Alto, California, United States | Grant | 
| RoboForce | mechanical or industrial engineering | http://www.roboforce.ai | Milpitas, California, United States | Seed | 
| Graphiant | computer networking | http://www.graphiant.com | San Jose, California, United States | Series B | 
| Nok Nok Labs | computer & network security | http://www.noknok.com | Palo Alto, California, United States | Venture - Series Unknown | 
| Redica Systems | information services | http://www.redica.com | Pleasanton, California, United States | Venture - Series Unknown | 
| Sprinter Health | hospital & health care | http://www.sprinterhealth.com | San Francisco, California, United States | Series B | 
| Pr√≥speros | information technology & services | http://www.prosperos.ai | Los Altos, California, United States | Seed | 
| Hedra | information technology & services | http://www.hedra.com | San Francisco, California, United States | Series A | 
| HYPR | mechanical or industrial engineering | http://www.hypr.ai | San Francisco, California, United States | Venture - Series Unknown | 
| Arkestro | information technology & services | http://www.arkestro.com | San Francisco, California, United States | Venture - Series Unknown | 
| Avicena Tech | semiconductors | http://www.avicena.tech | Sunnyvale, California, United States | Series B | 
| Openlayer | information technology & services | http://www.openlayer.com | San Francisco, California, United States | Series A | 
| Layer AI | media production | http://www.layer.ai | San Francisco, California, United States | Seed | 
| DiffuseDrive | information technology & services | http://www.diffusedrive.com | San Francisco, California, United States | Seed | 
| Therini Bio | research | http://www.therinibio.com | San Francisco, California, United States | Series A | 
| TurbineOne | defense & space | http://www.turbineone.com | San Francisco, California, United States | Series B | 
| Addepar | information technology & services | http://www.addepar.com | Mountain View, California, United States | Series G | 
| Sequoia Living | hospital & health care | http://www.sequoialiving.org | San Francisco, California, United States | Grant | 
| Larkin Street Services | public policy | http://www.larkinstreetyouth.org | San Francisco, California, United States | Grant | 
| Orby AI | information technology & services | http://www.orby.ai | Mountain View, California, United States | Venture - Series Unknown | 
| UrbanSitter | consumer services | http://www.urbansitter.com | San Francisco, California, United States | Venture - Series Unknown | 
| Saildrone | defense & space | http://www.saildrone.com | Alameda, California, United States | Venture - Series Unknown | 
| Stackpack | information technology & services | http://www.stackpack.co | San Francisco, California, United States | Seed | 
| Adopt AI | information technology & services | http://www.adopt.ai | San Jose, California, United States | Seed | 
| Maitri Compassionate Care | hospital & health care | http://www.maitrisf.org | San Francisco, California, United States | Grant | 
| Lyon-Martin Community Health Services | medical practice | http://www.lyon-martin.org | San Francisco, California, United States | Grant | 
| San Francisco Community Health Center | hospital & health care | http://www.sfcommunityhealth.org | San Francisco, California, United States | Grant | 
| Glass Imaging | electrical/electronic manufacturing | http://www.glass-imaging.com | Los Altos, California, United States | Series A | 
| Theom | computer & network security | http://www.theom.ai | San Jose, California, United States | Series A | 
| Usul | defense & space | http://www.usul.com | San Francisco, California, United States | Seed | 
| Colovore | information technology & services | http://www.colovore.com | Santa Clara, California, United States | Debt Financing | 
| Rippling | information technology & services | http://www.rippling.com | San Francisco, California, United States | Series G | 
| Cleanster | internet | http://www.cleanster.com | San Francisco, California, United States | Debt Financing | 
| NextGen Jane | medical devices | http://www.nextgenjane.com | Oakland, California, United States | Grant | 
| Carta Healthcare | hospital & health care | http://www.carta.healthcare | San Francisco, California, United States | Series B | 
| CodeAnt AI | information technology & services | http://www.codeant.ai | San Francisco, California, United States | Seed | 
| Intercept Music | music | http://www.interceptmusic.com | San Francisco, California, United States | Undisclosed | 
| Inductive Bio | research | http://www.inductive.bio | San Francisco, California, United States | Series A | 
| Tesseral | information technology & services | http://www.tesseral.com | San Francisco, California, United States | Seed | 
| Agree.com | 0 | http://www.agree.com | San Francisco, California, United States | Seed | 
| Twelve | chemicals | http://www.twelve.co | Berkeley, California, United States | Venture - Series Unknown | 
| Korl | information technology & services | http://www.korl.co | San Francisco, California, United States | Seed | 
| Trilobio | biotechnology | http://www.trilo.bio | San Francisco, California, United States | Seed | 
| CNaught | information technology & services | http://www.cnaught.com | San Francisco, California, United States | Seed | 
| Zymochem | chemicals | http://www.zymochem.com | San Leandro, California, United States | Venture - Series Unknown | 
| Liftoff | marketing & advertising | http://www.liftoff.io | Redwood City, California, United States | Private Equity | 
| Thinking Machines Lab | information technology & services | http://www.thinkingmachines.ai | San Francisco, California, United States | Grant | 
| Twrl Milk Tea | food & beverages | http://www.twrlmilktea.com | San Francisco, California, United States | Grant | 
| RightRev | information technology & services | http://www.rightrev.com | Santa Clara, California, United States | Series A | 
| Working Solutions CDFI | financial services | http://www.workingsolutions.org | San Francisco, California, United States | Grant | 
| Recraft | graphic design | http://www.recraft.ai | San Francisco, California, United States | Series B | 
| Renewable Properties | renewables & environment | http://www.renewprop.com | San Francisco, California, United States | Debt Financing | 
| Trek Health | hospital & health care | http://www.trekhealth.io | San Mateo, California, United States | Series A | 
| EdgeRunner AI | research | http://www.edgerunnerai.com | San Francisco, California, United States | Series A | 
| Dinari | financial services | http://www.dinari.com | Palo Alto, California, United States | Series A | 
| Faye | information technology & services | http://www.findfaye.com | San Francisco, California, United States | Pre-Seed | 
| Persona | information technology & services | http://www.withpersona.com | San Francisco, California, United States | Series D | 
| Nuvo | information technology & services | http://www.nuvo.com | San Francisco, California, United States | Series A | 
| Plenful | hospital & health care | http://www.plenful.com | San Francisco, California, United States | Series B | 
| Kintsugi AI | information technology & services | http://www.trykintsugi.com | San Francisco, California, United States | Venture - Series Unknown | 
| Gruve | information technology & services | http://www.gruve.ai | San Francisco, California, United States | Series A | 
| Matrice AI | information technology & services | http://www.matrice.ai | San Francisco, California, United States | Seed | 
| BloomPath | information technology & services | http://www.bloompath.ai | San Francisco, California, United States | Pre-Seed | 
| Villa Homes | construction | http://www.villahomes.com | San Francisco, California, United States | Venture - Series Unknown | 
| VidAU | marketing & advertising | http://www.vidau.ai | San Francisco, California, United States | Seed | 
| Veza | information technology & services | http://www.veza.com | Palo Alto, California, United States | Series D | 
| Glacier | 0 | http://www.endwaste.io | San Francisco, California, United States | Series A | 
| Pando Electric | automotive | http://www.pandoelectric.com | San Jose, California, United States | Grant | 
| Deepcell | research | http://www.deepcell.com | Menlo Park, California, United States | Venture - Series Unknown | 
| Ace Vision Group | research | http://www.acevisiongroup.com | Newark, California, United States | Series B | 
| LTZ Therapeutics | research | http://www.ltztherapeutics.com | San Francisco, California, United States | Series A | 
| SquareX | computer & network security | http://www.sqrx.com | Palo Alto, California, United States | Series A | 
| Sonomotion | medical devices | http://www.sonomotion.com | South San Francisco, California, United States | Grant | 
| Instrumentl | online media | http://www.instrumentl.com | San Francisco, California, United States | Private Equity | 
| JEDCO | government relations | http://www.jedco.org | Lafayette, Louisiana, United States | Grant | 
| Endor Labs | information technology & services | http://www.endorlabs.com | Palo Alto, California, United States | Series B | 
| Listen Labs | information technology & services | http://www.listenlabs.ai | San Francisco, California, United States | Series A | 
| Fluxus | research | http://www.fluxus.bio | Sunnyvale, California, United States | Grant | 
| Bagel AI | information technology & services | http://www.bagel.ai | San Francisco, California, United States | Seed | 
| Windfall | information technology & services | http://www.windfall.com | San Francisco, California, United States | Series B | 
| Browserbase | information technology & services | http://www.browserbase.com | San Francisco, California, United States | Series B | 
| PayToMe.co | financial services | http://www.paytome.co | Palo Alto, California, United States | Venture - Series Unknown | 
| Manychat | information technology & services | http://www.manychat.com | Palo Alto, California, United States | Series B | 
| Deep Infra | information technology & services | http://www.deepinfra.com | Palo Alto, California, United States | Series A | 
| Exante | information technology & services | http://www.exante.app | San Francisco, California, United States | Seed | 
| Recce | information technology & services | http://www.datarecce.io | San Francisco, California, United States | Pre-Seed | 
| Crowdpac | information technology & services | http://www.crowdpac.com | San Francisco, California, United States | Undisclosed | 
| Kenzo Security | computer & network security | http://www.kenzo.security | San Francisco, California, United States | Seed | 
| Lace AI | information technology & services | http://www.lace.ai | Mountain View, California, United States | Seed | 
| PHNX Materials | 0 | http://www.phnxmaterials.com | San Francisco, California, United States | Seed | 
| ExaForce | computer & network security | http://www.exaforce.com | San Jose, California, United States | Series A | 
| RISA Labs | research | http://www.risalabs.ai | Palo Alto, California, United States | Seed | 
